sample,total_seconds,phase,phase_seconds,weapon_pos,right_hand,left_hand,right_ik,left_ik,right_target_error,left_target_error,dominant_error,support_error,right_guidance,left_guidance,right_ik_active,left_ik_active
209,3.4333,2,0.4167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
210,3.4500,2,0.4333,"(-0.12591 0.76687 0.12620)","(-0.10389 0.90433 0.18799)","(0.10228 0.86527 -0.14469)","(-0.11163 0.85868 0.19498)","(0.21271 0.85458 -0.04148)",0.046827,0.151527,0.170050,0.700113,true,false,false,false
211,3.4667,2,0.4500,"(-0.12591 0.76687 0.12620)","(-0.10300 0.90443 0.18842)","(0.10228 0.86527 -0.14469)","(-0.11065 0.85876 0.19547)","(0.21271 0.85458 -0.04148)",0.046837,0.151527,0.169796,0.700113,true,false,false,false
212,3.4833,2,0.4667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
213,3.5000,2,0.4833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
214,3.5167,2,0.5000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
215,3.5333,2,0.5167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
216,3.5500,2,0.5333,"(-0.12591 0.76687 0.12620)","(-0.10192 0.90458 0.18904)","(0.10228 0.86527 -0.14469)","(-0.10947 0.85890 0.19619)","(0.21271 0.85458 -0.04148)",0.046847,0.151527,0.169590,0.700113,true,false,false,false
217,3.5667,2,0.5500,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169283,0.700113,true,false,false,false
218,3.5833,2,0.5667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169845,0.700113,true,false,false,false
219,3.6000,2,0.5833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
220,3.6167,2,0.6000,"(-0.12591 0.76687 0.12620)","(-0.10052 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169282,0.700113,true,false,false,false
221,3.6333,2,0.6167,"(-0.12591 0.76687 0.12620)","(-0.10042 0.90477 0.18985)","(0.10228 0.86527 -0.14469)","(-0.10781 0.85907 0.19712)","(0.21271 0.85458 -0.04148)",0.046865,0.151527,0.169261,0.700113,true,false,false,false
222,3.6500,2,0.6333,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
223,3.6667,2,0.6500,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
224,3.6833,2,0.6667,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
225,3.7000,2,0.6833,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
226,3.7167,2,0.7000,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
227,3.7333,2,0.7167,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
228,3.7500,2,0.7333,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169846,0.700113,true,false,false,false
229,3.7667,2,0.7500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
230,3.7833,2,0.7667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
231,3.8000,2,0.7833,"(-0.12591 0.76687 0.12620)","(-0.10439 0.90427 0.18772)","(0.10228 0.86527 -0.14469)","(-0.11218 0.85863 0.19467)","(0.21271 0.85458 -0.04148)",0.046822,0.151527,0.170172,0.700113,true,false,false,false
232,3.8167,2,0.8000,"(-0.12591 0.76687 0.12620)","(-0.10300 0.90443 0.18842)","(0.10228 0.86527 -0.14469)","(-0.11065 0.85876 0.19547)","(0.21271 0.85458 -0.04148)",0.046837,0.151527,0.169796,0.700113,true,false,false,false
233,3.8333,2,0.8167,"(-0.12591 0.76687 0.12620)","(-0.10075 0.90473 0.18967)","(0.10228 0.86527 -0.14469)","(-0.10818 0.85903 0.19692)","(0.21271 0.85458 -0.04148)",0.046861,0.151527,0.169330,0.700113,true,false,false,false
234,3.8500,2,0.8333,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169283,0.700113,true,false,false,false
235,3.8667,2,0.8500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
236,3.8833,2,0.8667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
237,3.9000,2,0.8833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
238,3.9167,2,0.9000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
239,3.9333,2,0.9167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
240,3.9500,2,0.9333,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
241,3.9667,2,0.9500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
242,3.9833,2,0.9667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
243,4.0000,2,0.9833,"(-0.12591 0.76687 0.12620)","(-0.10052 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169282,0.700113,true,false,false,false
244,4.0167,2,1.0000,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
245,4.0333,2,1.0167,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
246,4.0500,2,1.0333,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
247,4.0667,2,1.0500,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
248,4.0833,2,1.0667,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
249,4.1000,2,1.0833,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
250,4.1167,2,1.1000,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
251,4.1333,2,1.1167,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
252,4.1500,2,1.1333,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
253,4.1667,2,1.1500,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
254,4.1833,2,1.1667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169845,0.700113,true,false,false,false
255,4.2000,2,1.1833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169845,0.700113,true,false,false,false
256,4.2167,2,1.2000,"(-0.12591 0.76687 0.12620)","(-0.10298 0.90445 0.18848)","(0.10228 0.86527 -0.14469)","(-0.11063 0.85878 0.19554)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169834,0.700113,true,false,false,false
257,4.2333,2,1.2167,"(-0.12591 0.76687 0.12620)","(-0.10207 0.90456 0.18897)","(0.10228 0.86527 -0.14469)","(-0.10963 0.85888 0.19610)","(0.21271 0.85458 -0.04148)",0.046845,0.151527,0.169625,0.700113,true,false,false,false
258,4.2500,2,1.2333,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169845,0.700113,true,false,false,false
259,4.2667,2,1.2500,"(-0.12591 0.76687 0.12620)","(-0.10300 0.90444 0.18847)","(0.10228 0.86527 -0.14469)","(-0.11066 0.85878 0.19553)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169839,0.700113,true,false,false,false
260,4.2833,2,1.2667,"(-0.12591 0.76687 0.12620)","(-0.10290 0.90446 0.18852)","(0.10228 0.86527 -0.14469)","(-0.11055 0.85879 0.19559)","(0.21271 0.85458 -0.04148)",0.046836,0.151527,0.169815,0.700113,true,false,false,false
261,4.3000,2,1.2833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169845,0.700113,true,false,false,false
262,4.3167,2,1.3000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
263,4.3333,2,1.3167,"(-0.12591 0.76687 0.12620)","(-0.10226 0.90454 0.18886)","(0.10228 0.86527 -0.14469)","(-0.10985 0.85886 0.19598)","(0.21271 0.85458 -0.04148)",0.046843,0.151527,0.169668,0.700113,true,false,false,false
264,4.3500,2,1.3333,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169845,0.700113,true,false,false,false
265,4.3667,2,1.3500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
266,4.3833,2,1.3667,"(-0.12591 0.76687 0.12620)","(-0.10273 0.90448 0.18861)","(0.10228 0.86527 -0.14469)","(-0.11036 0.85881 0.19569)","(0.21271 0.85458 -0.04148)",0.046838,0.151527,0.169776,0.700113,true,false,false,false
267,4.4000,2,1.3833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169845,0.700113,true,false,false,false
268,4.4167,2,1.4000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169845,0.700113,true,false,false,false
269,4.4333,2,1.4167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
270,4.4500,2,1.4333,"(-0.12591 0.76687 0.12620)","(-0.10052 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169282,0.700113,true,false,false,false
271,4.4667,2,1.4500,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
272,4.4833,2,1.4667,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
273,4.5000,2,1.4833,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
274,4.5167,2,1.5000,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
275,4.5333,2,1.5167,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
276,4.5500,2,1.5333,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
277,4.5667,2,1.5500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169846,0.700113,true,false,false,false
278,4.5833,2,1.5667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
279,4.6000,2,1.5833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
280,4.6167,2,1.6000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
281,4.6333,2,1.6167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
282,4.6500,2,1.6333,"(-0.12591 0.76687 0.12620)","(-0.10233 0.90453 0.18883)","(0.10228 0.86527 -0.14469)","(-0.10992 0.85886 0.19594)","(0.21271 0.85458 -0.04148)",0.046842,0.151527,0.169682,0.700113,true,false,false,false
283,4.6667,2,1.6500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169845,0.700113,true,false,false,false
284,4.6833,2,1.6667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
285,4.7000,2,1.6833,"(-0.12591 0.76687 0.12620)","(-0.10301 0.90444 0.18847)","(0.10228 0.86527 -0.14469)","(-0.11066 0.85878 0.19552)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169841,0.700113,true,false,false,false
286,4.7167,2,1.7000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169845,0.700113,true,false,false,false
287,4.7333,2,1.7167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
288,4.7500,2,1.7333,"(-0.12591 0.76687 0.12620)","(-0.10276 0.90447 0.18860)","(0.10228 0.86527 -0.14469)","(-0.11039 0.85881 0.19568)","(0.21271 0.85458 -0.04148)",0.046838,0.151527,0.169782,0.700113,true,false,false,false
289,4.7667,2,1.7500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169845,0.700113,true,false,false,false
290,4.7833,2,1.7667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169845,0.700113,true,false,false,false
291,4.8000,2,1.7833,"(-0.12591 0.76687 0.12620)","(-0.10288 0.90446 0.18853)","(0.10228 0.86527 -0.14469)","(-0.11052 0.85879 0.19560)","(0.21271 0.85458 -0.04148)",0.046836,0.151527,0.169810,0.700113,true,false,false,false
292,4.8167,2,1.8000,"(-0.12591 0.76687 0.12620)","(-0.10246 0.90451 0.18876)","(0.10228 0.86527 -0.14469)","(-0.11006 0.85884 0.19587)","(0.21271 0.85458 -0.04148)",0.046841,0.151527,0.169713,0.700113,true,false,false,false
293,4.8333,2,1.8167,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169282,0.700113,true,false,false,false
294,4.8500,2,1.8333,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
295,4.8667,2,1.8500,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
296,4.8833,2,1.8667,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
297,4.9000,2,1.8833,"(-0.12591 0.76687 0.12620)","(-0.10294 0.90445 0.18850)","(0.10228 0.86527 -0.14469)","(-0.11060 0.85879 0.19556)","(0.21271 0.85458 -0.04148)",0.046836,0.151527,0.169827,0.700113,true,false,false,false
298,4.9167,2,1.9000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169845,0.700113,true,false,false,false
299,4.9333,2,1.9167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
300,4.9500,2,1.9333,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169845,0.700113,true,false,false,false
301,4.9667,2,1.9500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169845,0.700113,true,false,false,false
302,4.9833,2,1.9667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169845,0.700113,true,false,false,false
303,5.0000,2,1.9833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
304,5.0167,2,2.0000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
305,5.0333,2,2.0167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
306,5.0500,2,2.0333,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
307,5.0667,2,2.0500,"(-0.12591 0.76687 0.12620)","(-0.10291 0.90445 0.18852)","(0.10228 0.86527 -0.14469)","(-0.11055 0.85879 0.19559)","(0.21271 0.85458 -0.04148)",0.046836,0.151527,0.169817,0.700113,true,false,false,false
308,5.0833,2,2.0667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169845,0.700113,true,false,false,false
309,5.1000,2,2.0833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
310,5.1167,2,2.1000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
311,5.1333,2,2.1167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
312,5.1500,2,2.1333,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
